iteration,r1c1,r1c3,r1c4,r1c5,r1c6,r2c1,r2c2,r2c3,r2c4,r2c6,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c1,r5c5,r5c6,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6
719,99.92727145224812,94.9468219807021,93.76505530423324,92.53266398438305,93.21106833923307,98.30784716983024,95.79493530620242,94.44374627650551,94.29453642298581,90.80104593415847,96.84931932396046,95.47625290768015,93.18332750890119,93.06137557931167,92.9866726707394,91.66848792069295,95.4412367506838,94.32950195219134,93.1003192941612,90.99792368645815,91.68797881817063,91.76229195417334,94.18794541279809,89.42148214823106,90.43033815194525,92.79963898277148,91.57928527291462,90.37414794347987,89.1840372640381,88.42617181726601,89.15015709297718
720,99.92799873772564,94.9475492661796,93.76578258971075,92.53339126986059,93.21179562471058,98.30857445530775,95.79566259167993,94.44447356198305,94.29526370846332,90.80177321963598,96.85004660943797,95.47698019315767,93.1840547943787,93.06210286478918,92.98739995621695,91.66921520617045,95.44196403616134,94.33022923766885,93.1010465796387,90.9986509719357,91.68870610364813,91.76301923965086,94.1886726982756,89.42220943370859,90.43106543742273,92.80036626824901,91.58001255839211,90.37487522895739,89.18476454951559,88.42689910274352,89.1508843784547
721,99.92871875034838,94.94826927880236,93.76650260233349,92.53411128248332,93.21251563733333,98.30929446793048,95.79638260430265,94.44519357460578,94.29598372108607,90.8024932322587,96.8507666220607,95.4777002057804,93.18477480700145,93.06282287741193,92.9881199688397,91.66993521879323,95.44268404878406,94.3309492502916,93.10176659226146,90.99937098455845,91.6894261162709,91.7637392522736,94.18939271089835,89.42292944633131,90.43178545004548,92.80108628087174,91.58073257101485,90.37559524158011,89.18548456213834,88.42761911536627,89.15160439107744
722,99.9294315628449,94.94898209129887,93.76721541483,92.53482409497983,93.21322844982984,98.310007280427,95.79709541679918,94.44590638710227,94.29669653358258,90.80320604475521,96.85147943455723,95.47841301827694,93.18548761949793,93.06353568990843,92.9888327813362,91.67064803128973,95.44339686128059,94.33166206278811,93.10247940475797,91.00008379705496,91.69013892876741,91.76445206477015,94.19010552339485,89.42364225882787,90.43249826254198,92.80179909336826,91.58144538351137,90.37630805407663,89.18619737463484,88.42833192786277,89.15231720357396
723,99.93013724721645,94.94968777567041,93.76792109920157,92.53552977935138,93.21393413420138,98.31071296479855,95.79780110117072,94.44661207147384,94.2974022179541,90.80391172912678,96.85218511892879,95.47911870264849,93.1861933038695,93.06424137427999,92.98953846570772,91.67135371566128,95.44410254565214,94.33236774715968,93.10318508912951,91.00078948142648,91.69084461313896,91.76515774914168,94.19081120776642,89.4243479431994,90.43320394691358,92.8025047777398,91.58215106788292,90.37701373844818,89.18690305900641,88.42903761223435,89.15302288794548
724,99.93083587474429,94.95038640319825,93.7686197267294,92.53622840687923,93.21463276172922,98.31141159232638,95.79849972869856,94.44731069900166,94.29810084548195,90.80461035665459,96.85288374645661,95.4798173301763,93.18689193139734,93.0649400018078,92.99023709323558,91.67205234318911,95.44480117317998,94.3330663746875,93.10388371665738,91.00148810895435,91.69154324066677,91.76585637666953,94.19150983529424,89.42504657072725,90.4339025744414,92.80320340526765,91.58284969541074,90.37771236597602,89.18760168653424,88.42973623976216,89.15372151547336
725,99.93152751599685,94.95107804445082,93.76931136798194,92.53692004813178,93.21532440298178,98.31210323357897,95.7991913699511,94.44800234025422,94.2987924867345,90.80530199790715,96.85357538770917,95.48050897142886,93.18758357264988,93.06563164306037,92.99092873448812,91.67274398444168,95.44549281443253,94.33375801594008,93.10457535790994,91.00217975020688,91.69223488191933,91.76654801792208,94.19220147654681,89.4257382119798,90.43459421569398,92.80389504652021,91.58354133666332,90.37840400722858,89.1882933277868,88.43042788101472,89.15441315672592
726,99.93221224083688,94.95176276929085,93.76999609282197,92.53760477297179,93.21600912782182,98.312787958419,95.79987609479117,94.44868706509425,94.29947721157453,90.80598672274718,96.85426011254921,95.4811936962689,93.1882682974899,93.06631636790038,92.99161345932815,91.6734287092817,95.44617753927255,94.33444274078009,93.10526008274996,91.0028644750469,91.69291960675936,91.76723274276212,94.19288620138684,89.42642293681982,90.435278940534,92.80457977136027,91.58422606150336,90.37908873206861,89.18897805262682,88.43111260585478,89.15509788156596
727,99.9328901184285,94.95244064688248,93.7706739704136,92.53828265056342,93.21668700541346,98.31346583601062,95.8005539723828,94.4493649426859,94.30015508916615,90.80666460033882,96.85493799014084,95.48187157386054,93.18894617508154,93.06699424549201,92.99229133691976,91.67410658687332,95.4468554168642,94.33512061837172,93.10593796034158,91.00354235263852,91.69359748435099,91.76791062035373,94.19356407897847,89.42710081441145,90.43595681812563,92.8052576489519,91.58490393909501,90.37976660966025,89.18965593021845,88.4317904834464,89.15577575915759
728,99.93356121724422,94.9531117456982,93.77134506922933,92.53895374937913,93.21735810422918,98.31413693482634,95.8012250711985,94.45003604150162,94.3008261879819,90.80733569915455,96.85560908895656,95.48254267267626,93.18961727389727,93.06766534430773,92.99296243573548,91.67477768568902,95.44752651567991,94.33579171718745,93.1066090591573,91.00421345145423,91.69426858316669,91.76858171916945,94.19423517779418,89.42777191322716,90.43662791694133,92.8059287477676,91.58557503791071,90.38043770847598,89.19032702903418,88.4324615822621,89.15644685797331
729,99.93422560507177,94.95377613352575,93.77200945705688,92.5396181372067,93.21802249205672,98.31480132265389,95.80188945902607,94.45070042932917,94.30149057580945,90.8080000869821,96.85627347678411,95.48320706050382,93.19028166172482,93.06832973213531,92.99362682356303,91.67544207351658,95.44819090350747,94.336456105015,93.10727344698486,91.00487783928179,91.69493297099426,91.76924610699699,94.19489956562175,89.4284363010547,90.43729230476889,92.80659313559515,91.58623942573827,90.38110209630354,89.19099141686175,88.43312597008966,89.15711124580085
730,99.93488334902105,94.95443387747503,93.77266720100617,92.54027588115598,93.218680236006,98.31545906660317,95.80254720297535,94.45135817327846,94.30214831975874,90.8086578309314,96.85693122073339,95.48386480445309,93.19093940567411,93.0689874760846,92.99428456751234,91.67609981746585,95.44884864745674,94.33711384896428,93.10793119093415,91.0055355832311,91.69559071494352,91.76990385094626,94.19555730957103,89.42909404500399,90.43795004871815,92.80725087954444,91.58689716968755,90.38175984025281,89.19164916081102,88.43378371403892,89.15776898975012
731,99.93553451553083,94.95508504398482,93.77331836751596,92.54092704766578,93.21933140251579,98.31611023311294,95.80319836948512,94.45200933978825,94.30279948626854,90.80930899744116,96.85758238724317,95.48451597096286,93.1915905721839,93.06963864259438,92.99493573402214,91.67675098397568,95.44949981396651,94.33776501547405,93.10858235744394,91.00618674974089,91.69624188145335,91.77055501745603,94.19620847608081,89.42974521151376,90.43860121522793,92.80790204605422,91.58754833619733,90.3824110067626,89.19230032732081,88.43443488054872,89.1584201562599
732,99.93617917037552,94.95572969882951,93.77396302236065,92.54157170251047,93.21997605736048,98.31675488795764,95.8038430243298,94.45265399463291,94.30344414111322,90.80995365228586,96.85822704208786,95.48516062580757,93.19223522702858,93.07028329743908,92.99558038886683,91.67739563882036,95.45014446881122,94.33840967031874,93.1092270122886,91.00683140458558,91.69688653629802,91.77119967230077,94.19685313092548,89.43038986635848,90.43924587007261,92.80854670089892,91.588192991042,90.38305566160729,89.1929449821655,88.43507953539337,89.15906481110459
733,99.93681737867176,94.95636790712577,93.77460123065688,92.5422099108067,93.22061426565674,98.31739309625388,95.80448123262606,94.45329220292916,94.30408234940944,90.81059186058212,96.85886525038411,95.48579883410379,93.19287343532484,93.07092150573533,92.99621859716308,91.67803384711661,95.45078267710747,94.33904787861499,93.10986522058485,91.00746961288182,91.69752474459429,91.77183788059699,94.19749133922174,89.43102807465472,90.4398840783689,92.80918490919514,91.58883119933827,90.38369386990351,89.19358319046174,88.43571774368965,89.1597030194008
734,99.93744920488504,94.95699973333905,93.77523305687018,92.54284173701998,93.22124609187001,98.31802492246717,95.80511305883934,94.45392402914246,94.30471417562273,90.81122368679539,96.85949707659739,95.4864306603171,93.19350526153809,93.07155333194859,92.99685042337636,91.67866567332989,95.45141450332075,94.33967970482828,93.11049704679813,91.00810143909511,91.69815657080757,91.77246970681028,94.19812316543504,89.43165990086801,90.44051590458216,92.80981673540843,91.58946302555154,90.38432569611682,89.19421501667502,88.43634956990293,89.16033484561413
735,99.93807471283618,94.9576252412902,93.77585856482132,92.54346724497114,93.22187159982117,98.3186504304183,95.8057385667905,94.4545495370936,94.30533968357389,90.81184919474654,96.86012258454855,95.48705616826823,93.19413076948928,93.07217883989975,92.99747593132751,91.67929118128104,95.4520400112719,94.34030521277943,93.1111225547493,91.00872694704627,91.69878207875871,91.77309521476144,94.19874867338618,89.43228540881915,90.44114141253331,92.81044224335959,91.59008853350268,90.38495120406796,89.19484052462617,88.4369750778541,89.16096035356526
736,99.93869396570783,94.95824449416183,93.77647781769296,92.54408649784278,93.2224908526928,98.31926968328993,95.80635781966211,94.45516878996526,94.30595893644552,90.81246844761819,96.86074183742015,95.48767542113988,93.19475002236088,93.0727980927714,92.99809518419914,91.67991043415269,95.45265926414355,94.34092446565107,93.11174180762093,91.0093461999179,91.69940133163036,91.77371446763308,94.19936792625782,89.4329046616908,90.44176066540497,92.81106149623123,91.59070778637432,90.38557045693958,89.19545977749782,88.43759433072574,89.1615796064369
737,99.93930702605074,94.95885755450476,93.77709087803588,92.5446995581857,93.22310391303573,98.31988274363285,95.80697088000503,94.45578185030814,94.30657199678846,90.81308150796112,96.86135489776308,95.48828848148275,93.19536308270384,93.07341115311431,92.99870824454207,91.6805234944956,95.45327232448643,94.341537525994,93.11235486796386,91.00995926026081,91.70001439197327,91.774327527976,94.19998098660075,89.43351772203373,90.44237372574788,92.81167455657415,91.59132084671727,90.3861835172825,89.19607283784072,88.43820739106864,89.16219266677984
738,99.93991395579023,94.95946448424425,93.7776978077754,92.54530648792519,93.2237108427752,98.32048967337235,95.80757780974452,94.45638878004765,94.30717892652793,90.81368843770059,96.86196182750255,95.48889541122227,93.19597001244327,93.07401808285381,92.99931517428153,91.6811304242351,95.45387925422592,94.34214445573346,93.11296179770336,91.0105661900003,91.70062132171279,91.77493445771549,94.20058791634021,89.4341246517732,90.44298065548736,92.81228148631364,91.59192777645676,90.38679044702202,89.19667976758022,88.43881432080815,89.16279959651933
739,99.94051481623232,94.96006534468636,93.77829866821747,92.5459073483673,93.22431170321731,98.32109053381444,95.80817867018662,94.45698964048972,94.30777978697003,90.81428929814268,96.86256268794466,95.48949627166435,93.19657087288539,93.07461894329587,92.99991603472367,91.68173128467718,95.454480114668,94.34274531617555,93.11356265814543,91.01116705044242,91.70122218215485,91.77553531815761,94.2011887767823,89.43472551221532,90.44358151592947,92.81288234675573,91.59252863689885,90.38739130746411,89.19728062802233,88.43941518125024,89.16340045696141
740,99.94110966807,94.96066019652403,93.77889352005516,92.54650220020497,93.22490655505497,98.32168538565212,95.80877352202428,94.45758449232741,94.30837463880768,90.81488414998036,96.86315753978234,95.49009112350204,93.19716572472304,93.07521379513356,93.0005108865613,91.68232613651487,95.45507496650569,94.34334016801323,93.11415750998309,91.01176190228006,91.70181703399255,91.77613016999527,94.20178362861996,89.43532036405298,90.44417636776716,92.81347719859339,91.59312348873651,90.38798615930179,89.19787547986002,88.44001003308793,89.1639953087991
741,99.9416985713893,94.96124909984333,93.77948242337445,92.54709110352428,93.22549545837427,98.32227428897141,95.80936242534361,94.4581733956467,94.30896354212699,90.81547305329964,96.86374644310165,95.49068002682135,93.19775462804235,93.07580269845285,93.00109978988061,91.68291503983414,95.455663869825,94.34392907133252,93.11474641330238,91.01235080559937,91.70240593731182,91.77671907331458,94.20237253193928,89.43590926737231,90.44476527108645,92.81406610191267,91.59371239205579,90.38857506262107,89.19846438317931,88.44059893640723,89.16458421211841
742,99.9422815856754,94.96183211412944,93.78006543766057,92.54767411781037,93.22607847266038,98.32285730325752,95.80994543962969,94.45875640993282,94.30954655641308,90.81605606758575,96.86432945738774,95.49126304110746,93.19833764232847,93.07638571273894,93.0016828041667,91.68349805412025,95.45624688411111,94.34451208561865,93.11532942758849,91.01293381988546,91.70298895159792,91.77730208760066,94.20295554622538,89.43649228165839,90.44534828537256,92.8146491161988,91.59429540634187,90.38915807690717,89.1990473974654,88.44118195069335,89.16516722640452
743,99.94285876981864,94.96240929827268,93.78064262180382,92.54825130195363,93.22665565680362,98.32343448740076,95.81052262377294,94.45933359407606,94.31012374055636,90.816633251729,96.86490664153098,95.49184022525068,93.19891482647172,93.07696289688218,93.00225998830994,91.68407523826349,95.45682406825435,94.34508926976189,93.11590661173176,91.01351100402869,91.70356613574116,91.7778792717439,94.20353273036864,89.43706946580161,90.44592546951579,92.81522630034205,91.59487259048514,90.38973526105039,89.19962458160863,88.44175913483657,89.16574441054776
744,99.94343018212045,94.96298071057448,93.78121403410563,92.54882271425545,93.22722706910544,98.32400589970257,95.81109403607475,94.45990500637788,94.31069515285816,90.81720466403081,96.86547805383279,95.4924116375525,93.1994862387735,93.07753430918403,93.00283140061174,91.6846466505653,95.45739548055614,94.3456606820637,93.11647802403355,91.0140824163305,91.70413754804297,91.77845068404571,94.20410414267045,89.43764087810342,90.44649688181761,92.81579771264387,91.59544400278696,90.39030667335221,89.20019599391043,88.44233054713838,89.16631582284955
745,99.94399588029924,94.96354640875327,93.7817797322844,92.54938841243424,93.22779276728424,98.32457159788136,95.81165973425354,94.46047070455667,94.31126085103698,90.81777036220961,96.86604375201159,95.49297733573127,93.2000519369523,93.0781000073628,93.00339709879057,91.68521234874407,95.45796117873492,94.34622638024247,93.11704372221236,91.01464811450933,91.70470324622174,91.7790163822245,94.20466984084922,89.43820657628221,90.44706257999638,92.81636341082265,91.59600970096578,90.390872371531,89.20076169208922,88.44289624531714,89.16688152102836
746,99.94455592149625,94.96410644995028,93.78233977348143,92.54994845363123,93.22835280848125,98.32513163907836,95.81221977545054,94.46103074575366,94.31182089223397,90.81833040340662,96.86660379320858,95.4935373769283,93.20061197814928,93.07866004855983,93.00395713998755,91.6857723899411,95.45852121993195,94.34678642143946,93.11760376340936,91.0152081557063,91.7052632874188,91.77957642342149,94.20522988204621,89.4387666174792,90.44762262119337,92.81692345201964,91.59656974216277,90.39143241272805,89.20132173328624,88.44345628651415,89.16744156222535
747,99.94511036228128,94.96466089073532,93.78289421426646,92.55050289441628,93.22890724926629,98.3256860798634,95.81277421623557,94.46158518653867,94.31237533301899,90.81888484419166,96.86715823399362,95.49409181771333,93.20116641893436,93.07921448934484,93.00451158077261,91.68632683072613,95.45907566071698,94.34734086222453,93.11815820419437,91.01576259649138,91.70581772820378,91.78013086420655,94.20578432283126,89.43932105826428,90.4481770619784,92.81747789280466,91.59712418294778,90.39198685351307,89.2018761740713,88.44401072729917,89.16799600301037
748,99.94565925865847,94.9652097871125,93.78344311064363,92.55105179079347,93.22945614564348,98.32623497624058,95.81332311261276,94.46213408291588,94.31292422939613,90.81943374056884,96.86770713037082,95.4946407140905,93.20171531531152,93.07976338572205,93.0050604771498,91.68687572710334,95.45962455709416,94.3478897586017,93.11870710057158,91.01631149286854,91.70636662458102,91.78067976058372,94.20633321920845,89.43986995464142,90.44872595835564,92.81802678918186,91.59767307932496,90.39253574989024,89.20242507044847,88.44455962367641,89.16854489938754
749,99.94620266607188,94.9657531945259,93.78398651805705,92.55159519820688,93.2299995530569,98.326778383654,95.81386652002617,94.46267749032927,94.31346763680959,90.81997714798227,96.86825053778422,95.49518412150394,93.20225872272493,93.08030679313539,93.00560388456321,91.68741913451674,95.46016796450759,94.34843316601511,93.11925050798499,91.01685490028198,91.70691003199443,91.78122316799717,94.20687662662185,89.44041336205488,90.44926936576901,92.81857019659526,91.59821648673838,90.39307915730365,89.20296847786187,88.44510303108977,89.169088306801
750,99.94674063941116,94.96629116786518,93.78452449139633,92.55213317154615,93.23053752639618,98.32731635699328,95.81440449336546,94.46321546366856,94.31400561014884,90.82051512132155,96.8687885111235,95.4957220948432,93.20279669606423,93.08084476647473,93.00614185790243,91.68795710785605,95.46070593784685,94.3489711393544,93.11978848132425,91.01739287362118,91.70744800533372,91.78176114133642,94.20741459996114,89.44095133539415,90.44980733910833,92.81910816993455,91.59875446007766,90.39361713064294,89.20350645120115,88.4456410044291,89.16962628014025
751,99.94727323301704,94.96682376147106,93.7850570850022,92.55266576515203,93.23107012000207,98.32784895059916,95.81493708697134,94.46374805727446,94.31453820375474,90.82104771492743,96.8693211047294,95.49625468844907,93.20332928967011,93.08137736008058,93.00667445150836,91.68848970146188,95.46123853145274,94.34950373296027,93.12032107493015,91.01792546722712,91.70798059893953,91.78229373494234,94.20794719356702,89.44148392900006,90.4503399327142,92.81964076354043,91.59928705368355,90.3941497242488,89.20403904480703,88.44617359803496,89.17015887374616
752,99.94780050068687,94.96735102914089,93.785584352672,92.55319303282184,93.2315973876719,98.32837621826899,95.81546435464116,94.46427532494428,94.31506547142456,90.82157498259727,96.8698483723992,95.49678195611892,93.2038565573399,93.08190462775042,93.00720171917817,91.68901696913173,95.46176579912257,94.3500310006301,93.12084834259996,91.01845273489691,91.7085078666094,91.78282100261211,94.20847446123683,89.44201119666981,90.45086720038405,92.82016803121027,91.59981432135338,90.39467699191864,89.20456631247684,88.44670086570483,89.17068614141598
753,99.94832249568,94.96787302413401,93.78610634766514,92.55371502781496,93.23211938266502,98.32889821326211,95.81598634963429,94.4647973199374,94.3155874664177,90.8220969775904,96.87037036739233,95.49730395111203,93.20437855233307,93.08242662274354,93.0077237141713,91.68953896412485,95.4622877941157,94.35055299562323,93.12137033759308,91.01897472989006,91.7090298616025,91.78334299760525,94.20899645622997,89.44253319166299,90.45138919537715,92.82069002620338,91.60033631634651,90.39519898691177,89.20508830746999,88.44722286069789,89.17120813640913
754,99.9488392707232,94.96838979917722,93.78662312270833,92.55423180285815,93.23263615770823,98.32941498830532,95.81650312467748,94.4653140949806,94.31610424146088,90.82261375263359,96.87088714243554,95.49782072615523,93.20489532737624,93.08294339778675,93.0082404892145,91.69005573916805,95.46280456915888,94.35106977066641,93.1218871126363,91.01949150493324,91.70954663664571,91.78385977264846,94.20951323127316,89.44304996670616,90.45190597042034,92.82120680124657,91.6008530913897,90.39571576195497,89.20560508251319,88.44773963574113,89.1717249114523
755,99.94935087801596,94.96890140646998,93.78713473000111,92.55474341015092,93.23314776500098,98.32992659559808,95.81701473197026,94.46582570227338,94.31661584875364,90.82312535992637,96.87139874972831,95.49833233344799,93.20540693466901,93.08345500507951,93.00875209650727,91.69056734646082,95.46331617645166,94.35158137795918,93.12239871992905,91.02000311222602,91.71005824393848,91.7843713799412,94.21002483856593,89.44356157399893,90.45241757771309,92.82171840853934,91.60136469868246,90.39622736924773,89.20611668980595,88.44825124303387,89.17223651874507
756,99.9498573692358,94.96940789768982,93.78764122122095,92.55524990137077,93.2336542562208,98.33043308681792,95.8175212231901,94.46633219349322,94.31712233997351,90.82363185114619,96.87190524094814,95.49883882466786,93.20591342588884,93.08396149629934,93.0092585877271,91.69107383768065,95.46382266767151,94.35208786917903,93.12290521114888,91.02050960344586,91.71056473515831,91.78487787116106,94.21053132978578,89.44406806521877,90.45292406893293,92.82222489975918,91.6018711899023,90.39673386046758,89.20662318102579,88.4487577342537,89.17274300996489
757,99.95035879554344,94.96990932399746,93.78814264752859,92.55575132767841,93.23415568252845,98.33093451312557,95.81802264949773,94.46683361980085,94.31762376628113,90.82413327745383,96.87240666725579,95.49934025097546,93.2064148521965,93.084462922607,93.00976001403474,91.6915752639883,95.46432409397913,94.35258929548668,93.12340663745653,91.02101102975348,91.71106616146596,91.7853792974687,94.21103275609343,89.44456949152641,90.4534254952406,92.82272632606684,91.60237261620993,90.3972352867752,89.20712460733343,88.44925916056135,89.17324443627253
758,99.950855207588,94.97040573604203,93.78863905957316,92.55624773972298,93.23465209457302,98.3314309251701,95.81851906154229,94.4673300318454,94.3181201783257,90.82462968949841,96.87290307930034,95.49983666302003,93.20691126424106,93.08495933465154,93.01025642607932,91.69207167603285,95.4648205060237,94.35308570753122,93.12390304950111,91.0215074417981,91.71156257351052,91.78587570951328,94.21152916813799,89.44506590357098,90.45392190728515,92.82322273811141,91.6028690282545,90.39773169881977,89.20762101937798,88.44975557260591,89.17374084831711
759,99.95134665551213,94.97089718396614,93.78913050749728,92.5567391876471,93.23514354249714,98.33192237309423,95.81901050946638,94.46782147976953,94.3186116262498,90.82512113742251,96.87339452722445,95.50032811094415,93.20740271216518,93.08545078257568,93.01074787400343,91.69256312395697,95.4653119539478,94.35357715545534,93.12439449742521,91.02199888972218,91.71205402143464,91.78636715743738,94.2120206160621,89.4455573514951,90.45441335520927,92.82371418603552,91.60336047617864,90.39822314674389,89.2081124673021,88.45024702053003,89.17423229624123
760,99.951833188957,94.97138371741102,93.78961704094215,92.55722572109197,93.23563007594203,98.3324089065391,95.81949704291128,94.46830801321438,94.31909815969469,90.82560767086741,96.87388106066932,95.50081464438902,93.20788924561006,93.08593731602055,93.01123440744831,91.69304965740186,95.46579848739269,94.35406368890021,93.12488103087009,91.02248542316707,91.71254055487952,91.78685369088224,94.21250714950696,89.44604388493995,90.45489988865414,92.82420071948039,91.60384700962351,90.39870968018877,89.20859900074697,88.45073355397491,89.17471882968609
761,99.95231485706742,94.97186538552144,93.79009870905256,92.55770738920239,93.23611174405245,98.33289057464954,95.81997871102172,94.46878968132482,94.3195798278051,90.82608933897782,96.87436272877976,95.50129631249946,93.20837091372046,93.08641898413097,93.01171607555874,91.6935313255123,95.46628015550311,94.35454535701064,93.1253626989805,91.02296709127748,91.71302222298995,91.78733535899269,94.21298881761739,89.4465255530504,90.45538155676456,92.82468238759081,91.60432867773393,90.39919134829921,89.20908066885741,88.45121522208534,89.17520049779652
762,99.95279170849675,94.97234223695077,93.7905755604819,92.5581842406317,93.23658859548176,98.33336742607887,95.82045556245103,94.46926653275415,94.32005667923443,90.82656619040715,96.87483958020908,95.50177316392879,93.2088477651498,93.08689583556027,93.01219292698805,91.69400817694161,95.46675700693244,94.35502220843998,93.12583955040982,91.0234439427068,91.71349907441926,91.78781221042202,94.21346566904671,89.44700240447973,90.45585840819389,92.82515923902012,91.60480552916324,90.39966819972852,89.20955752028675,88.45169207351466,89.17567734922585
763,99.95326379141179,94.97281431986579,93.79104764339694,92.55865632354674,93.23706067839679,98.33383950899389,95.82092764536607,94.46973861566917,94.32052876214948,90.82703827332217,96.87531166312411,95.50224524684381,93.20931984806484,93.08736791847531,93.01266500990306,91.69448025985663,95.46722908984748,94.355494291355,93.12631163332486,91.02391602562182,91.71397115733429,91.78828429333703,94.21393775196175,89.44747448739474,90.45633049110893,92.82563132193516,91.60527761207827,90.40014028264353,89.21002960320176,88.4521641564297,89.17614943214087
764,99.95373115349767,94.97328168195166,93.79151500548282,92.55912368563264,93.23752804048266,98.33430687107978,95.82139500745194,94.47020597775506,94.32099612423535,90.82750563540804,96.87577902521,95.5027126089297,93.20978721015071,93.08783528056121,93.01313237198895,91.6949476219425,95.46769645193335,94.3559616534409,93.12677899541073,91.0243833877077,91.71443851942016,91.78875165542293,94.21440511404764,89.44794184948061,90.4567978531948,92.82609868402105,91.60574497416415,90.40060764472942,89.21049696528763,88.45263151851557,89.17661679422676
765,99.95419384196269,94.97374437041668,93.79197769394781,92.55958637409766,93.23799072894766,98.33476955954481,95.82185769591698,94.47066866622008,94.32145881270037,90.82796832387307,96.87624171367501,95.50317529739472,93.21024989861573,93.08829796902623,93.01359506045398,91.69541031040751,95.46815914039837,94.3564243419059,93.12724168387578,91.02484607617274,91.71490120788519,91.78921434388793,94.21486780251264,89.44840453794563,90.45726054165982,92.82656137248607,91.60620766262919,90.40107033319444,89.21095965375265,88.45309420698058,89.17707948269178
766,99.95465190354307,94.97420243199704,93.79243575552819,92.56004443567802,93.23844879052804,98.33522762112518,95.82231575749735,94.47112672780045,94.32191687428073,90.82842638545343,96.8766997752554,95.50363335897511,93.2107079601961,93.08875603060659,93.01405312203435,91.6958683719879,95.46861720197876,94.35688240348628,93.12769974545614,91.02530413775311,91.71535926946557,91.7896724054683,94.21532586409302,89.44886259952601,90.4577186032402,92.82701943406643,91.60666572420953,90.40152839477483,89.21141771533303,88.45355226856095,89.17753754427214
767,99.95510538450763,94.97465591296162,93.79288923649274,92.56049791664257,93.2389022714926,98.33568110208975,95.82276923846193,94.47158020876503,94.3223703552453,90.82887986641799,96.87715325621998,95.50408683993966,93.2111614411607,93.08920951157117,93.0145066029989,91.69632185295247,95.46907068294333,94.35733588445086,93.12815322642072,91.02575761871768,91.71581275043013,91.79012588643288,94.21577934505761,89.44931608049059,90.45817208420475,92.827472915031,91.6071192051741,90.40198187573938,89.21187119629762,88.45400574952552,89.17799102523672
768,99.95555433066255,94.97510485911654,93.79333818264766,92.5609468627975,93.23935121764752,98.33613004824467,95.82321818461685,94.47202915491997,94.32281930140023,90.82932881257291,96.87760220237489,95.5045357860946,93.21161038731559,93.08965845772609,93.01495554915385,91.69677079910737,95.46951962909826,94.35778483060578,93.12860217257565,91.0262065648726,91.71626169658504,91.7905748325878,94.21622829121253,89.44976502664551,90.45862103035968,92.82792186118594,91.60756815132903,90.40243082189428,89.21232014245253,88.45445469568045,89.17843997139163
769,99.95599878735592,94.97554931580993,93.79378263934105,92.56139131949087,93.2397956743409,98.33657450493804,95.82366264131021,94.47247361161334,94.32326375809362,90.82977326926628,96.87804665906827,95.50498024278795,93.212054844009,93.09010291441948,93.01540000584723,91.69721525580076,95.46996408579162,94.35822928729917,93.12904662926903,91.02665102156598,91.71670615327844,91.79101928928115,94.21667274790592,89.45020948333887,90.45906548705304,92.8283663178793,91.60801260802243,90.40287527858767,89.21276459914588,88.4548991523738,89.17888442808501
770,99.95643879948237,94.97598932793636,93.79422265146749,92.56183133161731,93.24023568646733,98.33701451706447,95.82410265343665,94.47291362373977,94.32370377022006,90.83021328139273,96.8784866711947,95.50542025491441,93.21249485613541,93.09054292654592,93.01584001797367,91.6976552679272,95.47040409791808,94.35866929942559,93.12948664139547,91.02709103369243,91.71714616540487,91.7914593014076,94.21711276003234,89.45064949546533,90.45950549917949,92.82880633000576,91.60845262014885,90.40331529071412,89.21320461127232,88.45533916450026,89.17932444021143
771,99.95687441148755,94.97642493994154,93.79465826347267,92.56226694362249,93.24067129847249,98.33745012906967,95.82453826544182,94.47334923574493,94.32413938222523,90.83064889339789,96.87892228319987,95.50585586691957,93.2129304681406,93.09097853855108,93.01627562997884,91.69809087993238,95.47083970992323,94.35910491143079,93.12992225340062,91.02752664569759,91.71758177741005,91.79189491341279,94.21754837203753,89.4510851074705,90.45994111118466,92.82924194201092,91.60888823215404,90.40375090271931,89.21364022327751,88.45577477650544,89.17976005221662
772,99.95730566737267,94.97685619582666,93.7950895193578,92.56269819950761,93.24110255435762,98.33788138495477,95.82496952132695,94.47378049163005,94.32457063811034,90.831080149283,96.87935353908499,95.5062871228047,93.21336172402572,93.0914097944362,93.01670688586397,91.69852213581751,95.47127096580834,94.35953616731588,93.13035350928578,91.02795790158271,91.71801303329518,91.79232616929791,94.21797962792265,89.45151636335561,90.4603723670698,92.82967319789606,91.60931948803916,90.40418215860443,89.21407147916264,88.45620603239057,89.18019130810173
773,99.95773261069894,94.97728313915292,93.79551646268406,92.5631251428339,93.2415294976839,98.33830832828106,95.82539646465322,94.47420743495633,94.3249975814366,90.83150709260927,96.87978048241128,95.50671406613098,93.21378866735198,93.09183673776246,93.01713382919023,91.69894907914377,95.47169790913463,94.35996311064216,93.13078045261202,91.02838484490898,91.71843997662144,91.7927531126242,94.21840657124889,89.4519433066819,90.46079931039607,92.83010014122233,91.60974643136544,90.4046091019307,89.21449842248892,88.45663297571681,89.18061825142802
